2024-10-10 20:09:59,Desconocida,0
2024-10-10 20:10:02,Desconocida,0
2024-10-10 20:10:05,Desconocida,0
2024-10-10 20:10:08,neutral,0
2024-10-10 20:10:11,Happy,0
2024-10-10 20:10:14,neutral,0
2024-10-10 20:10:17,neutral,0
2024-10-10 20:10:20,surprise,0
2024-10-10 20:10:23,surprise,0
2024-10-10 20:10:26,Happy,0
2024-10-10 20:10:29,surprise,0
2024-10-10 20:10:32,neutral,0
2024-10-10 20:10:35,anger,0
2024-10-10 20:10:38,anger,0
2024-10-10 20:10:41,surprise,0
2024-10-10 20:10:44,neutral,0
2024-10-10 20:10:47,neutral,0
2024-10-10 20:10:50,neutral,0
2024-10-10 20:10:53,neutral,0
2024-10-10 20:10:56,surprise,0
2024-10-10 20:10:59,sadness,0
2024-10-10 20:11:02,neutral,0
2024-10-10 20:11:05,Happy,0
2024-10-10 20:11:08,neutral,0
2024-10-10 20:11:11,neutral,0
2024-10-10 20:11:14,neutral,0
2024-10-11 13:15:13,Desconocida,0
2024-10-11 13:15:16,Desconocida,0
2024-10-11 13:15:19,Desconocida,0
2024-10-11 13:15:22,neutral,0
2024-10-11 13:15:25,neutral,0
2024-10-11 13:15:28,neutral,0
2024-10-11 13:15:31,neutral,0
2024-10-11 13:18:02,Desconocida,0
2024-10-11 13:18:06,Desconocida,0
2024-10-11 13:18:09,Desconocida,0
2024-10-11 13:18:12,neutral,10
2024-10-11 13:18:15,neutral,10
2024-10-11 13:18:18,neutral,10
2024-10-11 13:18:21,neutral,10
2024-10-11 13:18:24,neutral,10
2024-10-11 13:18:27,Happy,10
2024-10-11 13:18:30,neutral,10
2024-10-11 13:18:33,sadness,10
2024-10-11 13:18:36,neutral,10
2024-10-11 13:18:39,Happy,10
2024-10-11 13:18:42,neutral,10
2024-10-11 13:18:45,neutral,10
2024-10-11 13:18:48,neutral,10
2024-10-11 13:49:19,Desconocida,0
2024-10-11 13:49:22,Desconocida,0
2024-10-11 13:49:25,Desconocida,0
2024-10-11 13:49:28,neutral,0
2024-10-11 13:49:31,neutral,0
2024-10-11 13:50:00,Desconocida,0
2024-10-11 13:50:03,Desconocida,0
2024-10-11 13:50:06,Desconocida,0
2024-10-11 13:50:09,Desconocida,0
2024-10-11 13:50:12,Desconocida,0
2024-10-11 13:50:15,Desconocida,0
2024-10-11 13:50:18,Desconocida,0
2024-10-11 13:50:21,Desconocida,0
2024-10-11 13:50:24,Desconocida,0
2024-10-11 13:50:27,Desconocida,0
2024-10-11 13:50:30,Desconocida,0
2024-10-11 13:51:53,Desconocida,0
2024-10-11 13:51:56,Desconocida,0
2024-10-11 13:51:59,Desconocida,0
2024-10-11 13:52:02,neutral,0
2024-10-11 13:52:05,neutral,0
2024-10-11 13:52:08,neutral,0
2024-10-11 13:52:11,neutral,0
2024-10-11 13:52:14,neutral,0
2024-10-11 13:52:17,neutral,0
2024-10-11 13:52:21,neutral,0
2024-10-11 13:52:24,neutral,0
2024-10-11 13:52:27,neutral,0
2024-10-11 13:52:30,neutral,0
2024-10-11 13:56:00,Desconocida,0
2024-10-11 13:56:03,Desconocida,0
2024-10-11 13:56:06,Desconocida,0
